employee_id,name,department,level,gender,birth_year,hire_date,exit_date,exit_type,regretted,base_salary_usd
FL0334,Amara Moreau,Manufacturing,L2,Woman,1989,2022-08-07,,,,83300
FL0335,Hannah Sato,Manufacturing,L3,Woman,1986,2017-04-19,2025-07-21,Involuntary,No,119200
FL0336,Wei Mensah,Manufacturing,L4,Man,1992,2019-08-16,,,,129000
FL0337,Kofi Novak,Manufacturing,L2,Man,1985,2021-11-01,,,,85500
FL0338,Mei Ferreira,Manufacturing,L3,Woman,1988,2024-11-18,,,,105000
FL0339,Leon Dubois,Manufacturing,L1,Man,2002,2024-08-15,2025-10-14,Voluntary,No,77200
FL0340,Maya Moreau,Manufacturing,L2,Woman,2000,2023-01-22,,,,87400
FL0341,Keiko Chen,Manufacturing,L1,Woman,1998,2023-12-10,2025-06-20,Voluntary,No,68300
FL0342,Daniel Iyer,Manufacturing,L1,Man,1999,2021-01-25,2025-05-25,Voluntary,Yes,62800
FL0343,Noah Lindqvist,Manufacturing,L3,Man,1978,2015-05-10,,,,117200
FL0344,Kenji Costa,Manufacturing,L1,Man,2002,2024-09-27,2025-02-17,Voluntary,No,68800
FL0345,Omar Abara,Manufacturing,L3,Man,1981,2013-03-17,,,,134200
FL0346,Ana Nguyen,Manufacturing,L2,Woman,1989,2018-12-04,,,,77500
FL0347,Sara Walsh,Manufacturing,L2,Woman,1985,2020-10-27,,,,96100
FL0348,Ali Moreau,Manufacturing,L3,Man,1995,2019-10-15,2025-07-29,Voluntary,Yes,113500
FL0349,Kofi Okafor,Manufacturing,L2,Man,1994,2019-07-19,,,,79800
FL0350,Ruth Adeyemi,Manufacturing,L2,Woman,1990,2021-01-22,2025-02-02,Voluntary,Yes,76800
FL0351,Rahul Patel,Manufacturing,L4,Man,1973,2010-11-04,2025-02-01,Voluntary,No,131100
FL0352,Sara Novak,Manufacturing,L3,Woman,1987,2016-10-28,2025-11-20,Voluntary,Yes,103500
FL0353,Ana Haddad,Manufacturing,L4,Woman,1984,2017-09-17,,,,121800
FL0354,Keiko Brennan,Manufacturing,L3,Woman,1987,2020-09-24,2025-06-16,Voluntary,No,129000
FL0355,Olivia Walsh,Manufacturing,L2,Woman,1990,2018-02-17,,,,90900
FL0356,Ingrid Ortiz,Manufacturing,L1,Woman,1997,2023-10-11,,,,76100
FL0357,Leah Adeyemi,Manufacturing,L5,Woman,1981,2021-07-04,2025-04-06,Voluntary,Yes,182900
FL0358,Grace Costa,Manufacturing,L1,Woman,2001,2024-05-24,,,,61800
FL0359,Ingrid Ferreira,Manufacturing,L1,Woman,1994,2023-04-11,,,,66900
FL0360,Tomas Kim,Manufacturing,L4,Man,1991,2017-06-04,,,,160700
FL0361,Marco Walsh,Manufacturing,L4,Man,1973,2011-05-08,,,,162000
FL0362,Ethan Abara,Manufacturing,L6,Man,1962,2023-01-21,,,,286400
FL0363,Yusuf Kim,Manufacturing,L3,Man,1994,2024-03-10,,,,111100
FL0364,Rahul Patel,Manufacturing,L2,Man,1998,2023-09-14,,,,80300
FL0365,Aisha Tanaka,Manufacturing,L6,Woman,1974,2016-05-03,,,,237700
FL0366,Ivan Moreau,Manufacturing,L1,Man,1998,2021-07-23,2025-09-02,Voluntary,No,80900
FL0367,Elena Schmidt,Manufacturing,L5,Woman,1983,2021-07-05,,,,179700
FL0368,Noah Tanaka,Manufacturing,L2,Man,1995,2021-12-31,,,,101300
FL0369,Sara Iyer,Quality,L2,Woman,1987,2018-07-19,,,,86700
FL0370,Ethan Kim,Quality,L3,Man,1978,2017-05-24,2025-07-30,Voluntary,No,108600
FL0371,Leon Holm,Quality,L4,Man,1974,2020-12-04,,,,158400
FL0372,Clara Haddad,Quality,L2,Woman,1989,2023-02-26,,,,100200
FL0373,Priya Kim,Quality,L2,Woman,1998,2024-06-30,,,,86400
FL0374,Leon Lindqvist,Quality,L2,Man,1998,2023-08-09,,,,80600
FL0375,Arjun Adeyemi,Quality,L2,Man,1989,2020-10-03,,,,84500
FL0376,Keiko Haddad,Quality,L1,Woman,2000,2024-04-18,,,,78900
FL0377,Ruth Larsen,Quality,L3,Woman,1983,2015-04-22,2025-08-13,Voluntary,No,126100
FL0378,Amara Novak,Quality,L3,Woman,1977,2019-09-17,,,,105800
FL0379,Marco Silva,Quality,L1,Man,1995,2021-12-15,,,,65500
FL0380,Leah Yilmaz,Quality,L1,Woman,2001,2023-06-18,,,,68600
FL0381,Kenji Silva,Quality,L2,Man,1992,2022-11-12,,,,98200
FL0382,Mateo Nguyen,Quality,L2,Man,1992,2024-04-06,,,,89900
FL0383,Omar Kim,Quality,L2,Man,1985,2024-01-30,,,,104600
FL0384,Aisha Silva,Quality,L2,Woman,1985,2024-07-20,,,,90400
FL0385,Zara Brennan,Quality,L1,Woman,1995,2024-04-30,,,,76200
FL0386,Ivan Ortiz,Quality,L3,Man,1990,2017-06-06,,,,126600
FL0387,Ali Iyer,Quality,L3,Man,1986,2014-05-23,,,,106400
FL0388,Sofia Adeyemi,Quality,L1,Woman,1993,2021-07-11,,,,74500
FL0389,Amara Kim,Quality,L4,Woman,1970,2020-12-07,,,,132600
FL0390,Ivan Brennan,Quality,L2,Man,1997,2021-01-04,,,,89800
FL0391,Diego Schmidt,Quality,L5,Man,1987,2011-05-31,,,,212700
FL0392,Clara Patel,Quality,L1,Woman,1994,2024-04-11,,,,79700
FL0393,Tomas Walsh,Quality,L3,Man,1980,2022-08-19,,,,124100
FL0394,Diego Costa,Quality,L3,Man,1992,2022-01-22,,,,106800
FL0395,Amara Silva,Quality,L2,Woman,1988,2021-12-02,,,,81000
FL0396,Ruth Larsen,Quality,L2,Woman,1994,2023-12-03,,,,80000
FL0397,Chidi Schmidt,Quality,L5,Man,1966,2024-04-02,,,,210500
FL0398,Nadia Costa,Quality,L2,Woman,2000,2023-09-09,2025-04-02,Involuntary,No,92500
FL0399,Hannah Kowalski,Quality,L2,Woman,1994,2023-11-17,,,,102300
FL0400,Samuel Okafor,Quality,L3,Man,1986,2013-07-30,,,,132100
FL0401,Leah Lindqvist,Quality,L2,Woman,1997,2022-08-07,,,,100800
FL0402,Zara Novak,Quality,L1,Woman,1999,2023-05-07,2025-06-07,Voluntary,No,79700
FL0403,Noor Silva,Quality,L1,Woman,1995,2021-03-05,,,,65600
FL0404,Felix Rossi,Quality,L1,Man,2003,2024-09-22,,,,76000
FL0405,Fatima Larsen,Quality,L1,Woman,2003,2024-08-12,,,,71500
FL0406,Ruth Costa,Quality,L1,Woman,2002,2024-03-22,,,,76900
FL0407,Fatima Abara,Quality,L3,Woman,1992,2018-02-01,,,,117300
FL0408,Kofi Silva,Quality,L2,Man,1992,2023-08-15,,,,99400
FL0409,Ivan Adeyemi,Quality,L2,Man,1997,2019-03-01,,,,88300
FL0410,Hannah Sato,Quality,L2,Woman,1995,2018-03-15,,,,94300
FL0411,Yusuf Silva,Quality,L2,Man,2000,2023-01-23,,,,80300
FL0412,Yuki Moreau,Quality,L3,Woman,1983,2017-03-06,,,,98500
FL0413,Ana Schmidt,Commercial,L2,Woman,1988,2019-04-18,,,,97600
FL0414,Kofi Rossi,Commercial,L1,Man,1996,2021-11-09,2025-06-18,Voluntary,No,67200
FL0415,Sofia Brennan,Commercial,L2,Woman,1995,2024-06-08,2025-06-17,Voluntary,No,100100
FL0416,Chloe Moreau,Commercial,L5,Woman,1973,2011-07-13,,,,171500
FL0417,Yuki Mensah,Commercial,L2,Woman,1996,2018-06-25,,,,94200
FL0418,Hiro Walsh,Commercial,L1,Man,1993,2022-04-01,2025-04-22,Involuntary,No,69000
FL0419,Aisha Brennan,Commercial,L2,Woman,1990,2020-09-23,,,,89300
FL0420,Paul Dubois,Commercial,L5,Man,1985,2014-11-25,,,,203800
FL0421,Clara Haddad,Commercial,L1,Woman,2003,2024-10-14,,,,69200
FL0422,Tomas Costa,Commercial,L2,Man,1998,2023-07-17,,,,84100
FL0423,Omar Nguyen,Commercial,L4,Man,1980,2020-02-03,2025-05-13,Voluntary,No,144100
FL0424,Maya Silva,Commercial,L1,Woman,2000,2022-08-15,,,,79000
FL0425,Lukas Kim,Commercial,L2,Man,1994,2022-09-02,,,,104700
FL0426,Omar Silva,Commercial,L4,Man,1974,2012-11-07,,,,152100
FL0427,Diego Rossi,Commercial,L1,Man,1998,2022-09-08,,,,67600
FL0428,Aisha Dubois,Commercial,L4,Woman,1978,2011-02-27,,,,123200
FL0429,Wei Holm,Commercial,L4,Man,1974,2010-11-08,,,,149400
FL0430,Felix Lindqvist,Commercial,L4,Man,1985,2010-07-22,,,,150700
FL0431,Sofia Adeyemi,Commercial,L2,Woman,1991,2023-06-01,,,,94400
FL0432,Hiro Brennan,Commercial,L6,Man,1973,2015-12-18,,,,256400
FL0433,Diego Haddad,Commercial,L2,Man,1992,2020-09-19,,,,101500
FL0434,Yusuf Okafor,Commercial,L1,Man,1996,2021-06-23,,,,61600
FL0435,Lukas Kim,Commercial,L3,Man,1992,2021-06-27,,,,129500
FL0436,Nadia Costa,Commercial,L4,Woman,1987,2010-01-25,,,,127700
FL0437,Sara Raman,Commercial,L1,Woman,1998,2023-05-21,,,,62300
FL0438,Nadia Okafor,Commercial,L6,Woman,1963,2016-09-08,,,,254600
FL0439,Tomas Walsh,Commercial,L5,Man,1984,2022-06-18,,,,221800
FL0440,Ana Iyer,Commercial,L1,Woman,1996,2024-06-21,,,,64500
FL0441,Rahul Adeyemi,Commercial,L3,Man,1984,2018-09-18,,,,101000
FL0442,Grace Brennan,Commercial,L1,Woman,1992,2021-04-26,2025-07-22,Voluntary,No,80100
FL0443,Leon Yilmaz,Commercial,L1,Man,1996,2021-04-22,,,,70100
FL0444,Yusuf Brennan,Commercial,L2,Man,1991,2023-11-02,,,,98100
FL0445,Clara Tanaka,Commercial,L3,Woman,1981,2017-04-05,,,,108700
FL0446,Ali Costa,Commercial,L5,Man,1982,2013-12-05,,,,210400
FL0447,Maya Ferreira,Commercial,L3,Woman,1993,2021-08-29,,,,121000
FL0448,Kenji Raman,Commercial,L2,Man,1994,2020-01-03,,,,88300
FL0449,Paul Tanaka,Commercial,L1,Man,1996,2021-02-15,,,,72900
FL0450,Ingrid Dubois,Commercial,L4,Woman,1981,2024-09-05,,,,125400
FL0451,Chloe Adeyemi,Commercial,L2,Woman,1997,2021-10-24,2025-02-07,Voluntary,Yes,96300
FL0452,Marco Ortiz,Commercial,L5,Man,1972,2012-02-26,,,,196500
FL0453,Ingrid Moreau,Commercial,L1,Woman,2000,2022-02-18,,,,69000
FL0454,Mei Silva,Commercial,L2,Woman,1990,2024-07-01,,,,80800
FL0455,Ingrid Byrne,Commercial,L2,Woman,1987,2021-12-26,2025-09-06,Voluntary,No,103100
FL0456,Felix Silva,Commercial,L3,Man,1988,2017-04-21,2025-10-28,Involuntary,No,105400
FL0457,Ali Larsen,Commercial,L5,Man,1983,2014-01-27,2025-12-29,Voluntary,No,220100
FL0458,Fatima Silva,Commercial,L2,Woman,1994,2020-12-23,,,,101000
FL0459,Chloe Rossi,Commercial,L2,Woman,1988,2024-07-22,,,,99500
FL0460,Noor Lindqvist,Commercial,L3,Woman,1979,2014-03-12,2025-03-11,Voluntary,No,98600
FL0461,Maya Abara,Commercial,L1,Woman,1994,2023-08-05,,,,68300
FL0462,Lukas Sato,Commercial,L2,Man,1988,2020-11-21,2025-09-08,Involuntary,No,78400
FL0463,Ethan Lindqvist,Commercial,L2,Man,1985,2018-03-03,,,,80600
FL0464,Marco Ferreira,Commercial,L1,Man,2002,2024-07-31,2025-05-10,Voluntary,No,69900
FL0465,Noah Chen,Commercial,L4,Man,1983,2012-06-08,,,,163200
FL0466,Rahul Schmidt,Commercial,L1,Man,1999,2023-04-18,,,,77600
FL0467,Yusuf Walsh,Commercial,L1,Man,2003,2024-10-09,,,,66900
FL0468,Ivan Ferreira,Commercial,L2,Man,1992,2017-02-11,,,,90800
FL0469,James Novak,Commercial,L2,Man,1986,2023-01-15,,,,100700
FL0470,Olivia Tanaka,Commercial,L2,Woman,1990,2024-08-28,,,,81100
FL0471,Sofia Abara,Commercial,L2,Woman,1993,2018-04-10,,,,98600
FL0472,Yusuf Chen,Commercial,L4,Man,1988,2015-02-19,,,,142700
FL0473,Wei Patel,Commercial,L5,Man,1970,2022-05-17,,,,184000
FL0474,Ingrid Sato,Commercial,L2,Woman,1990,2023-06-19,,,,97200
FL0475,Hiro Iyer,Commercial,L3,Man,1985,2018-02-01,,,,123700
FL0476,Tomas Adeyemi,Commercial,L3,Man,1983,2024-02-21,,,,120200
FL0477,Aisha Holm,Commercial,L3,Woman,1983,2020-11-29,2025-08-06,Voluntary,Yes,126100
FL0478,Sara Abara,Commercial,L1,Woman,2001,2023-03-31,,,,61600
FL0479,Samuel Mensah,Commercial,L2,Man,1986,2020-03-03,2025-01-20,Involuntary,No,89700
FL0480,Paul Holm,Commercial,L2,Man,1993,2020-07-19,,,,91200
FL0481,Omar Rossi,G&A,L3,Man,1986,2022-10-11,,,,130400
FL0482,Wei Nguyen,G&A,L1,Man,1995,2022-06-08,,,,78700
FL0483,Paul Iyer,G&A,L1,Man,1996,2022-03-16,,,,69400
FL0484,Fatima Iyer,G&A,L1,Woman,1998,2024-05-28,,,,65600
FL0485,Keiko Dubois,G&A,L1,Woman,1998,2022-10-12,,,,81000
FL0486,Ruth Chen,G&A,L2,Woman,1995,2017-01-31,2025-01-31,Voluntary,No,87400
FL0487,Ifeoma Novak,G&A,L2,Woman,2000,2024-10-22,,,,85300
FL0488,Grace Raman,G&A,L5,Woman,1983,2008-02-06,,,,177100
FL0489,Omar Kowalski,G&A,L5,Man,1985,2018-01-11,,,,218000
FL0490,Noah Patel,G&A,L3,Man,1990,2017-05-23,,,,121200
FL0491,Omar Haddad,G&A,L4,Man,1974,2018-03-09,2025-05-19,Voluntary,No,163800
FL0492,Tomas Ortiz,G&A,L1,Man,2000,2022-07-24,,,,63300
FL0493,Wei Ortiz,G&A,L5,Man,1987,2016-09-26,,,,221300
FL0494,Priya Dubois,G&A,L3,Woman,1986,2023-05-16,,,,119700
FL0495,Paul Ferreira,G&A,L3,Man,1994,2017-11-13,,,,124100
FL0496,Chloe Iyer,G&A,L1,Woman,2000,2024-07-21,2025-05-18,Voluntary,No,62000
FL0497,Tomas Walsh,G&A,L1,Man,1994,2022-02-25,,,,66200
FL0498,Maya Iyer,G&A,L1,Woman,2003,2024-11-09,,,,60700
FL0499,Hiro Ferreira,G&A,L3,Man,1983,2015-11-15,,,,119400
FL0500,Ali Kowalski,G&A,L2,Man,2000,2023-06-06,,,,91400
FL0501,Grace Abara,G&A,L1,Woman,2001,2024-03-26,,,,76000
FL0502,Hiro Brennan,G&A,L2,Man,1986,2019-01-24,,,,95500
FL0503,Ingrid Walsh,G&A,L1,Woman,1993,2022-05-01,,,,79300
FL0504,Ivan Holm,G&A,L4,Man,1978,2023-03-21,,,,168000
FL0505,Wei Mensah,G&A,L2,Man,1997,2021-07-20,,,,81800
FL0506,Chloe Abara,G&A,L2,Woman,1995,2017-07-31,,,,79500
FL0507,Ivan Abara,G&A,L3,Man,1985,2015-05-26,,,,127200
FL0508,Clara Larsen,G&A,L2,Woman,2000,2023-07-03,,,,95600
FL0509,Oscar Kowalski,G&A,L5,Man,1972,2017-05-30,,,,178700
FL0510,Sofia Byrne,G&A,L6,Woman,1977,2021-12-02,,,,277800
FL0511,Amara Tanaka,G&A,L4,Woman,1980,2017-12-03,,,,136900
FL0512,Ifeoma Adeyemi,G&A,L4,Woman,1978,2019-07-18,,,,161200
FL0513,Mei Ortiz,G&A,L1,Woman,1993,2022-04-18,,,,68300
FL0514,Paul Tanaka,G&A,L1,Man,1996,2021-02-11,,,,82100
FL0515,Priya Lindqvist,G&A,L2,Woman,1997,2021-02-04,,,,80100
FL0516,Diego Byrne,G&A,L2,Man,1999,2021-07-14,2025-11-15,Voluntary,No,88500
FL0517,Mateo Ferreira,G&A,L2,Man,1993,2017-04-15,,,,89800
FL0518,Arjun Schmidt,G&A,L2,Man,1992,2018-10-08,,,,104700
FL0519,Omar Mensah,G&A,L4,Man,1980,2024-01-28,,,,171900
FL0520,Olivia Costa,G&A,L4,Woman,1976,2022-06-08,,,,121500
FL0521,Lucia Patel,G&A,L1,Woman,1998,2022-05-14,,,,65300
FL0522,Omar Adeyemi,G&A,L3,Man,1989,2017-09-10,,,,132700
FL0523,Priya Ortiz,G&A,L2,Woman,1994,2019-03-21,,,,77900
FL0524,Omar Holm,G&A,L2,Man,1985,2020-04-19,,,,94400
FL0525,Ruth Adeyemi,G&A,L1,Woman,1993,2023-03-24,,,,70700
FL0526,Leon Walsh,G&A,L3,Man,1980,2020-11-11,,,,121400
FL0527,Leon Larsen,Research,L2,Man,1998,2025-04-25,,,,102000
FL0528,Chidi Costa,Research,L3,Man,1983,2025-07-05,,,,130300
FL0529,Lukas Haddad,Research,L1,Man,1998,2025-04-04,,,,74500
FL0530,Sofia Mensah,Research,L1,Woman,1998,2025-03-20,,,,63500
FL0531,James Holm,Research,L2,Man,2000,2025-10-02,,,,86100
FL0532,Mateo Moreau,Research,L1,Man,2002,2025-08-12,,,,80100
FL0533,Keiko Larsen,Research,L1,Woman,2001,2025-06-19,,,,77200
FL0534,Ifeoma Walsh,Research,L2,Woman,1998,2025-07-14,,,,96400
FL0535,Ethan Yilmaz,Research,L4,Man,1981,2025-03-11,,,,167500
FL0536,Samuel Byrne,Research,L4,Man,1978,2025-07-07,2025-10-02,Voluntary,No,160700
FL0537,Yuki Silva,Research,L2,Woman,1992,2025-02-16,,,,84600
FL0538,Chidi Larsen,Research,L3,Man,1990,2025-05-12,,,,133200
FL0539,Yuki Moreau,Research,L2,Woman,1993,2025-08-14,,,,101300
FL0540,Ingrid Brennan,Research,L3,Woman,1979,2025-08-13,,,,125400
FL0541,Sofia Mensah,Research,L1,Woman,1996,2025-06-24,,,,71700
FL0542,Ethan Patel,Research,L3,Man,1986,2025-08-01,,,,124300
FL0543,Clara Walsh,Research,L2,Woman,1994,2025-10-29,,,,91700
FL0544,Mateo Tanaka,Research,L2,Man,1999,2025-07-25,,,,83700
FL0545,Lukas Adeyemi,Research,L5,Man,1979,2025-03-27,,,,221300
FL0546,Elena Silva,Research,L1,Woman,1992,2025-01-23,,,,76800
FL0547,Ruth Mensah,Clinical,L3,Woman,1978,2025-08-06,,,,109000
FL0548,Leah Silva,Clinical,L1,Woman,2003,2025-05-05,,,,78000
FL0549,Sara Sato,Clinical,L2,Woman,1986,2025-01-21,,,,97600
FL0550,Arjun Ortiz,Clinical,L3,Man,1987,2025-12-10,,,,128600
FL0551,Keiko Silva,Clinical,L1,Woman,2002,2025-10-05,,,,63800
FL0552,Ali Rossi,Clinical,L1,Man,1993,2025-06-06,,,,77400
FL0553,Kenji Tanaka,Clinical,L1,Man,1997,2025-04-08,,,,77600
FL0554,Zara Larsen,Clinical,L3,Woman,1996,2025-09-22,,,,115700
FL0555,Sara Costa,Clinical,L2,Woman,1999,2025-10-05,,,,101800
FL0556,James Costa,Clinical,L2,Man,1987,2025-07-01,,,,100000
FL0557,Zara Ortiz,Clinical,L4,Woman,1977,2025-06-25,,,,145100
FL0558,Rahul Okafor,Clinical,L1,Man,1996,2025-04-10,,,,66800
FL0559,Elena Walsh,Clinical,L4,Woman,1976,2025-02-05,,,,132500
FL0560,Fatima Abara,Clinical,L2,Woman,1991,2025-03-05,,,,102800
FL0561,Ifeoma Rossi,Manufacturing,L2,Woman,1985,2025-05-17,,,,91400
FL0562,Maya Lindqvist,Manufacturing,L2,Woman,1995,2025-09-24,,,,91400
FL0563,Omar Mensah,Manufacturing,L5,Man,1977,2025-10-11,,,,195500
FL0564,Elena Larsen,Manufacturing,L1,Woman,1999,2025-07-06,,,,80500
FL0565,Clara Lindqvist,Manufacturing,L2,Woman,1998,2025-05-11,,,,92700
FL0566,Nadia Schmidt,Manufacturing,L1,Woman,2002,2025-11-08,,,,63600
FL0567,Paul Schmidt,Manufacturing,L1,Man,1997,2025-11-01,,,,72000
FL0568,Omar Brennan,Manufacturing,L2,Man,1985,2025-07-08,,,,84000
FL0569,Clara Chen,Manufacturing,L1,Woman,1998,2025-04-28,,,,79900
FL0570,Priya Larsen,Manufacturing,L1,Woman,1996,2025-06-11,2025-09-30,Voluntary,No,80700
FL0571,Chidi Kim,Manufacturing,L2,Man,1991,2025-10-04,,,,83000
FL0572,Yuki Mensah,Manufacturing,L5,Woman,1974,2025-06-08,,,,163600
FL0573,Noor Rossi,Manufacturing,L1,Woman,1993,2025-03-30,,,,80100
FL0574,Rahul Haddad,Manufacturing,L1,Man,2001,2025-10-05,,,,77000
FL0575,Paul Byrne,Manufacturing,L4,Man,1990,2025-07-05,,,,160600
FL0576,Noor Haddad,Manufacturing,L1,Woman,2001,2025-12-03,,,,71000
FL0577,Arjun Nguyen,Manufacturing,L4,Man,1987,2025-06-03,2025-07-21,Voluntary,No,145800
FL0578,Diego Iyer,Manufacturing,L2,Man,1999,2025-09-16,,,,105200
FL0579,Samuel Rossi,Manufacturing,L2,Man,1995,2025-09-27,,,,87800
FL0580,Kofi Adeyemi,Manufacturing,L2,Man,1997,2025-04-04,,,,80400
FL0581,Daniel Ortiz,Manufacturing,L1,Man,1996,2025-02-19,,,,78200
FL0582,Sara Larsen,Manufacturing,L2,Woman,1989,2025-06-02,,,,78200
FL0583,Ali Novak,Manufacturing,L3,Man,1989,2025-07-26,,,,106200
FL0584,Aisha Adeyemi,Manufacturing,L2,Woman,2000,2025-04-20,,,,89800
FL0585,Ifeoma Abara,Manufacturing,L4,Woman,1984,2025-10-27,,,,148900
FL0586,Clara Brennan,Quality,L1,Woman,2001,2025-02-07,,,,79000
FL0587,Ethan Moreau,Quality,L2,Man,1993,2025-02-28,,,,89500
FL0588,Sara Nguyen,Quality,L2,Woman,1997,2025-06-04,,,,85200
FL0589,Nadia Costa,Quality,L3,Woman,1996,2025-11-10,,,,98400
FL0590,Mei Adeyemi,Quality,L2,Woman,1987,2025-12-07,,,,77600
FL0591,Wei Lindqvist,Quality,L3,Man,1977,2025-09-10,,,,115300
FL0592,Wei Walsh,Commercial,L3,Man,1995,2025-02-13,,,,112300
FL0593,Yusuf Lindqvist,Commercial,L2,Man,1995,2025-09-05,,,,87600
FL0594,Hannah Iyer,Commercial,L2,Woman,1992,2025-01-20,,,,91200
FL0595,Noah Lindqvist,Commercial,L2,Man,1999,2025-04-02,,,,87700
FL0596,Ingrid Walsh,Commercial,L2,Woman,1997,2025-11-13,,,,99300
FL0597,Chidi Adeyemi,Commercial,L1,Man,2000,2025-01-05,,,,79400
FL0598,Oscar Kowalski,Commercial,L1,Man,1992,2025-10-16,,,,70800
FL0599,Ingrid Holm,Commercial,L1,Woman,1995,2025-11-09,,,,71100
FL0600,James Silva,Commercial,L4,Man,1970,2025-04-05,,,,153600
FL0601,Hiro Patel,Commercial,L3,Man,1992,2025-04-26,,,,113200
FL0602,Sara Lindqvist,Commercial,L2,Woman,1999,2025-01-06,,,,93600
FL0603,Arjun Dubois,Commercial,L1,Man,1995,2025-06-01,,,,64800
FL0604,Lukas Byrne,Commercial,L3,Man,1982,2025-10-11,,,,133400
FL0605,Nadia Abara,Commercial,L1,Woman,1999,2025-09-04,,,,71500
FL0606,Zara Rossi,Commercial,L5,Woman,1973,2025-10-28,,,,165400
FL0607,Aisha Schmidt,Commercial,L1,Woman,2000,2025-10-02,,,,68400
FL0608,Nadia Moreau,Commercial,L4,Woman,1974,2025-06-08,,,,144000
FL0609,Ana Haddad,Commercial,L1,Woman,2003,2025-03-02,,,,65200
FL0610,Ali Byrne,G&A,L3,Man,1985,2025-11-08,,,,130000
FL0611,Mateo Kim,G&A,L1,Man,2002,2025-04-08,2025-07-08,Voluntary,No,63500
FL0612,Felix Silva,G&A,L4,Man,1972,2025-04-23,,,,149900
FL0613,Sofia Sato,G&A,L2,Woman,1992,2025-02-26,,,,92800
FL0614,Noah Yilmaz,G&A,L3,Man,1988,2025-10-28,,,,114500
FL0615,Noah Okafor,G&A,L3,Man,1985,2025-09-10,,,,132700
FL0616,Daniel Byrne,G&A,L2,Man,1999,2025-01-16,,,,94700
